id,name,host_id,host_since,host_total_listings_count,latitude,longitude,neighbourhood_cleansed,property_type,room_type,square_feet,price,review_scores_rating,z_score
22787,"Sunny suite w/ queen size bed, inside boutique B&B",87973,2010-03-03,9,19.44076,-99.16324,Cuauhtémoc,Boutique hotel,Private room,248.0,2331.0,98.0,0.2589746986330678
35797,Villa Dante,153786,2010-06-28,2,19.38399,-99.27335,Cuajimalpa de Morelos,Villa,Entire home/apt,32292.0,4457.0,,0.7667798623397537
56074,Great space in historical San Rafael,265650,2010-10-19,2,19.43937,-99.15614000000001,Cuauhtémoc,Condominium,Entire home/apt,646.0,809.0,97.0,-0.10456220595845431
58955,Entire beautiful duplex in la Roma,282620,2010-11-09,1,19.42292,-99.15775,Cuauhtémoc,Loft,Entire home/apt,1184.0,1932.0,100.0,0.1636716599129513
61792,Spacious Clean Quiet room (own bath) in la Condesa,299558,2010-11-26,1,19.412589999999998,-99.17959,Cuauhtémoc,House,Private room,161.0,1364.0,98.0,0.02800217120862505
70644,Beautiful light Studio Coyoacan- full equipped !,212109,2010-08-24,4,19.35601,-99.16167,Coyoacán,Apartment,Entire home/apt,,1202.0,98.0,-0.01069229564014406
75615,Villa Dante,153786,2010-06-28,2,19.36585,-99.27911,Cuajimalpa de Morelos,Villa,Private room,,4457.0,,0.7667798623397537
99972,Dreamy suite w/ king size bed in boutique B&B,87973,2010-03-03,9,19.44268,-99.16371,Cuauhtémoc,Boutique hotel,Private room,,3259.0,,0.48063189144576984
107078,NEW  DESIGNER LOFT,540705,2011-04-27,3,19.4313,-99.19438000000001,Miguel Hidalgo,Loft,Entire home/apt,1550.0,4793.0,100.0,0.8470350528409044
131610,MARIA DEL ALMA,647454,2011-05-31,3,19.35266,-99.16338,Coyoacán,Other,Private room,,1864.0,,0.14742953802581366
165772,BEST 4BR 4 BH HOUSE IN S. MIGUEL CHAPULTEPEC,790208,2011-07-07,4,19.40675,-99.18798000000001,Miguel Hidalgo,House,Entire home/apt,3444.0,1245.0,98.0,-0.0004215420938658393
171109,Cool room near WTC and Metrobus,816295,2011-07-13,2,19.39549,-99.17616,Benito Juárez,Apartment,Private room,1292.0,294.0,97.0,-0.22757239378015856
180808,"Huge Luxurious Suite 70's style, perfectly located",36836,2009-09-07,2,19.4239,-99.1689,Cuauhtémoc,Loft,Entire home/apt,,1222.0,94.0,-0.005915200967456515
187030,Colorful and spacious Apt. Family favorite,899360,2011-07-31,6,19.41057,-99.1773,Cuauhtémoc,Apartment,Entire home/apt,1119.0,1318.0,91.0,0.017014853461443696
187745,Extraordinarily Spacious Apt. in Condesa,899360,2011-07-31,6,19.41057,-99.1773,Cuauhtémoc,Loft,Entire home/apt,1292.0,2159.0,93.0,0.21789168444795493
194937,Sunny and fresh Retro style Apartment,899360,2011-07-31,6,19.41057,-99.1773,Cuauhtémoc,Apartment,Entire home/apt,753.0,1409.0,93.0,0.03875063422217202
198778,Smack in the Middle of La Condesa,970609,2011-08-14,2,19.41395,-99.17948,Cuauhtémoc,Apartment,Entire home/apt,,1091.0,92.0,-0.03720517107355993
204887,"Condesa-Roma, great place to stay!",998053,2011-08-20,1,19.40409,-99.17730999999999,Miguel Hidalgo,Apartment,Entire home/apt,,792.0,91.0,-0.10862273643023872
217685,"Condesa, one of the best zones.",184410,2010-07-29,1,19.40454,-99.1715,Cuauhtémoc,Apartment,Entire home/apt,,611.0,94.0,-0.151855443218061
245507,TRENDY APARTMENT IN ZONA ROSA!! SUPER LOCATION!!,1288063,2011-10-13,11,19.4251,-99.17067,Cuauhtémoc,Apartment,Entire home/apt,,1471.0,96.0,0.05355962770750341
246057,HIP APARTMENT IN ZONA ROSA!! SUPER LOCATION!!,1288063,2011-10-13,11,19.42373,-99.1714,Cuauhtémoc,Apartment,Entire home/apt,0.0,1697.0,98.0,0.10754079750887266
247543,"Independent studio, top location",1297488,2011-10-16,1,19.43516,-99.13806,Cuauhtémoc,Apartment,Private room,110.0,682.0,97.0,-0.13489675713002022
252618,"""Chavela"" Private & Furnished Room",1326107,2011-10-23,4,19.41328,-99.15513,Cuauhtémoc,Apartment,Private room,,325.0,83.0,-0.22016789703749287
255354,Tours in Mexico city,855066,2011-07-22,1,19.49886,-99.19171999999999,Azcapotzalco,Apartment,Private room,,721.0,100.0,-0.1255814225182795
256555,GREAT HOUSE IN S MIGUEL CHAPULTEPEC,790208,2011-07-07,4,19.40631,-99.18691,Miguel Hidalgo,House,Entire home/apt,3660.0,1245.0,98.0,-0.0004215420938658393
261897,Charming 1BR flat in Roma/Condesa,1373924,2011-11-05,1,19.41835,-99.17363,Cuauhtémoc,Apartment,Entire home/apt,732.0,1409.0,95.0,0.03875063422217202
271048,Great location in Mexico City!,1417206,2011-11-17,1,19.42686,-99.17838,Miguel Hidalgo,Apartment,Entire home/apt,,1962.0,98.0,0.17083730192198263
276504,High End Condo with golf package,1444589,2011-11-26,1,19.382579999999997,-99.12736,Iztacalco,Apartment,Entire home/apt,,2263.0,,0.24273257674593016
281134,COOL PENT HOUSE APARTMENT @CONDESA,196253,2010-08-09,9,19.41125,-99.17634,Cuauhtémoc,Serviced apartment,Hotel room,,3250.0,94.0,0.4784821988430605
287940,Furnished lovely cozy studio,1497087,2011-12-12,10,19.412470000000003,-99.17485,Cuauhtémoc,Guest suite,Entire home/apt,270.0,1136.0,92.0,-0.026456708060012955
291804,A nice room with great location,1511568,2011-12-16,1,19.36294,-99.15415,Benito Juárez,Apartment,Private room,,669.0,,-0.1380018686672671
298873,"The ""home"" feeling in Mexico City!",1539548,2011-12-27,1,19.43327,-99.14527,Cuauhtémoc,Apartment,Entire home/apt,840.0,2159.0,96.0,0.21789168444795493
312773,Perfect parkfront apt full of light,1608293,2012-01-15,1,19.40042,-99.14806999999999,Benito Juárez,Apartment,Entire home/apt,,1584.0,96.0,0.08055021260818804
323030,Comfy in the Middle of La Condesa,970609,2011-08-14,2,19.4157,-99.17747,Cuauhtémoc,Apartment,Entire home/apt,,1091.0,93.0,-0.03720517107355993
324769,2Room new apartment in modern complex,1661848,2012-01-27,1,19.45809,-99.19258,Miguel Hidalgo,Apartment,Entire home/apt,,656.0,95.0,-0.141106980204514
325812,"Confortable private room, downtown Mexico City.",1666388,2012-01-28,1,19.43453,-99.14675,Cuauhtémoc,Apartment,Private room,,773.0,96.0,-0.11316097636929189
326296,WONDERFUL ROOM IN COYOACAN HOUSE,1664327,2012-01-28,2,19.340339999999998,-99.18345,Coyoacán,House,Private room,,446.0,96.0,-0.19126647426773324
326475,Contemporary chic apartment- Top location,1670032,2012-01-29,2,19.41297,-99.15735,Cuauhtémoc,Apartment,Entire home/apt,,796.0,99.0,-0.1076673174957012
326865,"Tlalpan, Zona de Hospitales",1671446,2012-01-29,4,19.28581,-99.16064,Tlalpan,House,Private room,0.0,267.0,96.0,-0.23402147158828676
326885,2 rooms in shared area.,1671446,2012-01-29,4,19.28654,-99.16113,Tlalpan,House,Private room,0.0,267.0,97.0,-0.23402147158828676
329532,Stay at a meditation center,1681966,2012-02-01,4,19.41007,-99.13434000000001,Cuauhtémoc,House,Private room,,446.0,,-0.19126647426773324
329776,Habitación Verde.,1683373,2012-02-01,5,19.274279999999997,-99.1781,Tlalpan,House,Private room,,446.0,97.0,-0.19126647426773324
331788,"CONDESA COZY, COMFORTABLE APARTMENT",1691633,2012-02-02,1,19.419420000000002,-99.17373,Cuauhtémoc,Apartment,Entire home/apt,,1743.0,96.0,0.11852811525605401
341479,"modern,styled appt!",1732353,2012-02-10,1,19.37923,-99.18833000000001,Benito Juárez,Apartment,Entire home/apt,,523.0,,-0.17287465977788619
347754,Great Place to stay,1762542,2012-02-16,1,19.35179,-99.14956,Coyoacán,House,Private room,,892.0,,-0.08473726306680099
350079,beautiful furnished room Rome area,1773936,2012-02-19,1,19.40421,-99.16553,Cuauhtémoc,Apartment,Private room,,1245.0,,-0.0004215420938658393
357324,Recámara luminosa y jardín,1808252,2012-02-25,1,19.40215,-99.24135,Miguel Hidalgo,House,Private room,6.0,2229.0,,0.23461151580236134
358441,"Fully Equipped Condo, excellent location!!!",1814320,2012-02-26,1,19.38542,-99.19003000000001,Benito Juárez,Apartment,Entire home/apt,,847.0,100.0,-0.09548572608034797
362583,Modern 2 Bedroom Apt. Near Reforma,1832239,2012-02-29,3,19.429470000000002,-99.17083000000001,Cuauhtémoc,Apartment,Entire home/apt,,1546.0,98.0,0.0714737327300817
370092,AVAILABLE Condesa Roma WTC Studio Parking,618769,2011-05-23,4,19.40179,-99.17009,Cuauhtémoc,Loft,Entire home/apt,,634.0,90.0,-0.1463617843444703
375032,DISTRITO CONDESA B&B  relax enjoy,1886913,2012-03-08,10,19.40746,-99.17482,Cuauhtémoc,Bed and breakfast,Private room,,1341.0,94.0,0.022508512335034373
382712,SALUDOS MI NOMBRE ES FERNANDO,1918084,2012-03-13,1,19.458029999999997,-99.17289,Azcapotzalco,Apartment,Private room,,700.0,,-0.1305973719246014
382904,Cute Sofa Bed in South Mexico City,1915348,2012-03-13,1,19.36905,-99.18303,Benito Juárez,Apartment,Shared room,,1093.0,,-0.03672746160629117
386265,"Room in colonial, green, enjoyable COYOACAN",1933252,2012-03-16,3,19.34303,-99.15425,Coyoacán,Apartment,Private room,,290.0,91.0,-0.22852781271469608
394589,"1 BDR ap in Ciudad de México "" STUDIO YEE "" - 1",931849,2011-08-06,8,19.42499,-99.17479,Cuauhtémoc,Apartment,Private room,,339.0,94.0,-0.2168239307666116
395446,Colorfull  Mid-Century inspired apartment.,899360,2011-07-31,6,19.41068,-99.17732,Cuauhtémoc,Condominium,Entire home/apt,753.0,2341.0,93.0,0.2613632459694116
397408,wonderfully located apartment,1964369,2012-03-18,1,19.438579999999998,-99.21285999999999,Miguel Hidalgo,Apartment,Entire home/apt,,1091.0,97.0,-0.03720517107355993
400047,Incredible apartment in Condesa,1905087,2012-03-11,3,19.41489,-99.169,Cuauhtémoc,Condominium,Entire home/apt,,1628.0,100.0,0.09105982088810063
422159,"Nice Studio, 50 mts of terrace.",2099653,2012-04-09,6,19.38942,-99.1358,Benito Juárez,Loft,Private room,,424.0,100.0,-0.19652127840768954
454077,Explore the City's Historic Center,2256144,2012-04-30,1,19.42577,-99.13721,Cuauhtémoc,Apartment,Private room,,547.0,20.0,-0.16714214617066114
454693,"Condesa, ideal location apartment",1601561,2012-01-12,1,19.40618,-99.17342,Cuauhtémoc,Apartment,Entire home/apt,1292.0,1364.0,98.0,0.02800217120862505
456242,Nice and cozy room with terrace!!!!,1767559,2012-02-17,0,19.33021,-99.21677,La Magdalena Contreras,House,Private room,3000.0,891.0,100.0,-0.08497611780043537
456409,habitación privada cerca de polanco,2269083,2012-05-01,5,19.443379999999998,-99.18841,Miguel Hidalgo,Apartment,Private room,,226.0,96.0,-0.24381451566729623
456461,Lit room with balcony new Polanco,2269083,2012-05-01,5,19.444960000000002,-99.18658,Miguel Hidalgo,Apartment,Shared room,,385.0,97.0,-0.20583661301943024
457700,Studio Chapultepec Mexico City,2275010,2012-05-02,1,19.41471,-99.18563,Miguel Hidalgo,Guest suite,Private room,,1132.0,100.0,-0.027412126994550465
458808,Suite junior Roma/Juarez - Sanitizado,2281290,2012-05-03,26,19.42675,-99.1613,Cuauhtémoc,Apartment,Entire home/apt,484.0,614.0,89.0,-0.15113887901715786
486913,Estudio céntrico San Rafael/6 calles de Reforma,2409917,2012-05-18,3,19.438,-99.162,Cuauhtémoc,Apartment,Entire home/apt,,588.0,98.0,-0.15734910209165168
489774,Luxury Apt. Plaza Carso Polanco,2415111,2012-05-19,14,19.4435,-99.20307,Miguel Hidalgo,Apartment,Entire home/apt,,2150.0,94.0,0.21574199184524553
491412,Luxury Room for rent in Mexico City,2428947,2012-05-21,3,19.38875,-99.24067,Miguel Hidalgo,Apartment,Private room,,1204.0,,-0.010214586172875306
499553,"Deluxe 4-BR penthouse, views, historic center",1297488,2011-10-16,1,19.4345,-99.13877,Cuauhtémoc,Apartment,Entire home/apt,2420.0,5000.0,98.0,0.8964779827032205
517503,Nice big room near airport,2547499,2012-06-04,2,19.43852,-99.08118,Venustiano Carranza,Guest suite,Private room,,557.0,93.0,-0.16475359883431737
521867,Beautiful  bedroom in Mexico City near Sta Fe,2566613,2012-06-06,1,19.38751,-99.22409,Álvaro Obregón,House,Private room,,557.0,,-0.16475359883431737
527473,Roma Condesa Espectacular Home,158585,2010-07-05,8,19.41848,-99.17195,Cuauhtémoc,Apartment,Entire home/apt,,2932.0,98.0,0.4025263935473285
555663,Great Apartment w/Balcony & Excellent Location!,2732644,2012-06-24,2,19.42924,-99.15699000000001,Cuauhtémoc,Apartment,Entire home/apt,,1796.0,98.0,0.13118741613867602
567176,Un descanso en CDMX,2336127,2012-05-10,1,19.4545,-99.15791999999999,Cuauhtémoc,Apartment,Private room,,201.0,99.0,-0.24978588400815566
571166,MODERN/HIP FURNISHED APARTMENT ( S1 Condesa Haus),196253,2010-08-09,9,19.41131,-99.1769,Cuauhtémoc,Serviced apartment,Hotel room,538.0,3000.0,80.0,0.4187685154344662
579534,"""Frida"" beautiful Private Room ",1326107,2011-10-23,4,19.414839999999998,-99.15613,Cuauhtémoc,Apartment,Private room,,391.0,94.0,-0.20440348461762398
583039,"BALCONY INCREDIBLE VIEWS, AC, Tour Guide, Lap Pool",2872228,2012-07-08,11,19.43374,-99.14616,Cuauhtémoc,Condominium,Entire home/apt,,1955.0,94.0,0.16916531878654198
607833,Apartment close to the Basílica.,1849414,2012-03-03,1,19.48311,-99.11389,Gustavo A. Madero,Apartment,Private room,12.0,446.0,97.0,-0.19126647426773324
608312,Trendy Condesa nice room for rent..,1969996,2012-03-19,5,19.40716,-99.17694,Cuauhtémoc,House,Private room,,1313.0,94.0,0.01582057979327181
609012,Beautiful appartement on Reforma,2944126,2012-07-15,1,19.43294,-99.15559,Cuauhtémoc,Apartment,Entire home/apt,,1705.0,93.0,0.10945163537794768
613181,90m2 / Mexico City's Hist. downtown,3040937,2012-07-24,2,19.43826,-99.1366,Cuauhtémoc,Apartment,Entire home/apt,,1946.0,95.0,0.1670156261838326
617137,Apt near Mexico City's downtown,3059169,2012-07-26,1,19.44722,-99.16065,Cuauhtémoc,Apartment,Shared room,60.0,2263.0,,0.24273257674593016
618711,Mini hostel double bed girls,2269083,2012-05-01,5,19.44566,-99.18688,Miguel Hidalgo,Apartment,Shared room,,204.0,96.0,-0.24906931980725253
628081,"Sunny comfy flat,great location!",2991302,2012-07-19,1,19.41789,-99.17209,Cuauhtémoc,Apartment,Entire home/apt,,1955.0,97.0,0.16916531878654198
635324,Lovely studio in colonial San Angel,264422,2010-10-17,2,19.35323,-99.19343,Álvaro Obregón,Apartment,Entire home/apt,,892.0,98.0,-0.08473726306680099
640803,"Juan O'Gorman House - Studio, ",3200155,2012-08-08,3,19.35002,-99.19901999999999,Álvaro Obregón,House,Entire home/apt,,7312.0,100.0,1.4487101268659006
642797,"Big Penthouse, Unmatched View. Great Location.",3151538,2012-08-03,3,19.4143,-99.18042,Miguel Hidalgo,Apartment,Entire home/apt,,9069.0,98.0,1.8683778938615014
654040,Private room in nice apartment,3289927,2012-08-17,2,19.442320000000002,-99.18332,Miguel Hidalgo,Condominium,Private room,15.0,656.0,,-0.141106980204514
654106,1 private room in a nice apartment,3289927,2012-08-17,2,19.44216,-99.18382,Miguel Hidalgo,Condominium,Private room,,634.0,91.0,-0.1463617843444703
655422,"Comfortable and luminous house, 3 levels, 1-10 prs",3299226,2012-08-18,2,19.41451,-99.11776,Venustiano Carranza,House,Entire home/apt,2153.0,780.0,91.0,-0.11148899323385124
691019,Modern Complex in Historic District⭐️,3531879,2012-09-10,3,19.43048,-99.14461,Cuauhtémoc,Apartment,Entire home/apt,,1878.0,95.0,0.15077350429669495
696031,Simple y Práctico a 2 cuadras de Polanco,3531879,2012-09-10,3,19.44226,-99.18406,Miguel Hidalgo,Apartment,Entire home/apt,,1177.0,91.0,-0.01666366398100349
696037,"3 Bedrooms, 2 blocks from Polanco - ALL RENOVATED!",3531879,2012-09-10,3,19.4418,-99.18401999999999,Miguel Hidalgo,Apartment,Entire home/apt,,1358.0,91.0,0.026569042806818786
697933,Fantastic 1-BR Apartment of Villa Mural; per year,519159,2011-04-18,10,19.40186,-99.18326,Miguel Hidalgo,Condominium,Entire home/apt,,543.0,96.0,-0.16809756510519863
704761,Amazing 1-BR Apartment of Villa Mural; per year,519159,2011-04-18,10,19.4019,-99.18309,Miguel Hidalgo,Condominium,Entire home/apt,,543.0,96.0,-0.16809756510519863
704779,"SECURE BEST LOCATION City Center, Tours. Lap Pool",2872228,2012-07-08,11,19.43103,-99.14661,Cuauhtémoc,Condominium,Entire home/apt,,1380.0,93.0,0.031823846946775085
712611,New Home sweet Home Roma/Condesa,3648353,2012-09-23,0,19.41031,-99.16434,Cuauhtémoc,Apartment,Entire home/apt,,1477.0,88.0,0.054992756109309676
717874,bachelor for rent,3701050,2012-09-28,1,19.4117,-99.17820999999999,Cuauhtémoc,Apartment,Private room,18.0,1584.0,,0.08055021260818804
728372,Casa Indigo in the Center DF groups until 29 Pers,3777702,2012-10-06,6,19.44371,-99.14442,Cuauhtémoc,House,Entire home/apt,,3841.0,94.0,0.6196453464209773
729898,HEART OF CONDESA  ART DECO BUILDING,1288063,2011-10-13,11,19.41374,-99.16664,Cuauhtémoc,Apartment,Entire home/apt,0.0,2046.0,97.0,0.1909010995472703
736107,Best Location at La Roma-Condesa,3800330,2012-10-08,1,19.42397,-99.15571,Cuauhtémoc,Apartment,Entire home/apt,0.0,1318.0,95.0,0.017014853461443696
737328,Business Suite BEIGE near Reforma,3850198,2012-10-12,6,19.43059,-99.17073,Cuauhtémoc,Serviced apartment,Hotel room,,1250.0,96.0,0.0007727315743060468
741557,Business Suite ORANGE near Reforma,3850198,2012-10-12,6,19.43059,-99.17073,Cuauhtémoc,Serviced apartment,Entire home/apt,,1250.0,87.0,0.0007727315743060468
741564,A great place to be. ONE,3881522,2012-10-15,3,19.405739999999998,-99.15776,Cuauhtémoc,House,Private room,,339.0,93.0,-0.2168239307666116
741663,Beautiful full furnished apartmente,3882003,2012-10-15,1,19.36561,-99.27728,Cuajimalpa de Morelos,Apartment,Entire home/apt,,1337.0,,0.021553093400496864
757338,"5 rooms common areas, private residence",3991683,2012-10-27,6,19.34424,-99.16949,Coyoacán,Bed and breakfast,Hotel room,,3598.0,98.0,0.5616036461478237
758602,In the best location in Mexico,3996052,2012-10-28,1,19.374979999999997,-99.18241,Benito Juárez,Apartment,Private room,,691.0,,-0.1327470645273108
760912,"Stylish bachelor pad in La Roma, DF",3817743,2012-10-09,1,19.40975,-99.1621,Cuauhtémoc,Apartment,Private room,,905.0,95.0,-0.0816321515295541
773150,LOVELY LITTLE HOUSE COYOACAN,4079778,2012-11-06,4,19.34604,-99.15938,Coyoacán,Tiny house,Entire home/apt,,1018.0,98.0,-0.054641566628869466
783080,Nice quiet room in a lovely house!!,1767559,2012-02-17,0,19.33166,-99.21412,La Magdalena Contreras,House,Private room,,669.0,100.0,-0.1380018686672671
783480,"Area Sta.Fe,IberoABC Hospital Rooms",4129056,2012-11-12,2,19.35213,-99.28565,Cuajimalpa de Morelos,House,Private room,,357.0,99.0,-0.2125245455611928
783609,Apartment 3 blocks from Bellas Arte,4131894,2012-11-12,1,19.43345,-99.13883,Cuauhtémoc,Loft,Entire home/apt,1023.0,2136.0,96.0,0.21239802557436427
783919,Park views - Santa Fe’s unique,4133627,2012-11-12,9,19.3602,-99.27062,Cuajimalpa de Morelos,Apartment,Entire home/apt,,1894.0,96.0,0.15459518003484496
784107,Lovely  bedroom in Roma-Condesa,3126571,2012-08-01,2,19.41678,-99.17071,Cuauhtémoc,Apartment,Private room,,477.0,98.0,-0.18386197752506753
796477,Classic but Modern Apartment,4195771,2012-11-19,1,19.41633,-99.17505,Cuauhtémoc,Apartment,Private room,172.0,523.0,94.0,-0.17287465977788619
822005,AMAZING LOFT in the heart of CDMX,4316391,2012-12-03,1,19.40243,-99.17828,Miguel Hidalgo,Loft,Entire home/apt,,1290.0,88.0,0.010326920919681135
824016,Suite 5 - Suites Condesa Mexico,4326326,2012-12-04,6,19.40915,-99.17321,Cuauhtémoc,Apartment,Entire home/apt,,909.0,91.0,-0.08067673259501658
826691,Suite 7 - Suites Condesa Mexico,4326326,2012-12-04,6,19.40915,-99.17321,Cuauhtémoc,Apartment,Entire home/apt,,818.0,97.0,-0.1024125133557449
826760,Suite 12 - Suites Condesa Mexico,4326326,2012-12-04,6,19.40915,-99.17321,Cuauhtémoc,Apartment,Entire home/apt,969.0,1000.0,94.0,-0.058940951834288255
828714,Apartment with Internet & 2 cable TV's,4344353,2012-12-06,1,19.34277,-99.15553,Coyoacán,Apartment,Entire home/apt,86.0,1672.0,95.0,0.10156942916801323
832805,ROOMS CASA INDIGO WITH TERRACE AT CITY CENTER,3777702,2012-10-06,6,19.44286,-99.14719000000001,Cuauhtémoc,House,Private room,,433.0,95.0,-0.19437158580498012
840176,department only men share,2828190,2012-07-04,5,19.41007,-99.19358000000001,Miguel Hidalgo,Apartment,Private room,237.0,295.0,,-0.2273335390465242
844818,Well located on calm neighborhood,4410326,2012-12-15,1,19.38265,-99.18203000000001,Benito Juárez,Apartment,Private room,,468.0,95.0,-0.18601167012777695
858277,"Beautiful, Big apartment, Condesa,",3200155,2012-08-08,3,19.41496,-99.17367,Cuauhtémoc,Apartment,Entire home/apt,1615.0,3818.0,97.0,0.6141516875473867
864999,"airy, lovely room in private residence, Girasol",3991683,2012-10-27,6,19.34392,-99.16939,Coyoacán,House,Private room,,557.0,95.0,-0.16475359883431737
865012,Business Suite RED near Reforma Av.,3850198,2012-10-12,6,19.43078,-99.17011,Cuauhtémoc,Serviced apartment,Hotel room,,1192.0,99.0,-0.013080842976487832
865017,"Lovely comfortable room facing garden, Coyoacán",3991683,2012-10-27,6,19.34434,-99.17107,Coyoacán,House,Private room,,580.0,92.0,-0.15925993996072668
865034,"Delightful comfortable garden room, Dalia",3991683,2012-10-27,6,19.344170000000002,-99.16981,Coyoacán,Bed and breakfast,Private room,,580.0,80.0,-0.15925993996072668
865045,"Delightful room facing garden oasis, Jacaranda",3991683,2012-10-27,6,19.34538,-99.17121,Coyoacán,Bed and breakfast,Hotel room,,624.0,92.0,-0.14875033168081409
865070,"Lovely comfortable room facing garden, Alcatraz",3991683,2012-10-27,6,19.34562,-99.17087,Coyoacán,Bed and breakfast,Hotel room,,602.0,98.0,-0.15400513582077038
868843,Business Suite PURPLE near Reforma,3850198,2012-10-12,6,19.43068,-99.17007,Cuauhtémoc,Serviced apartment,Hotel room,,1136.0,100.0,-0.026456708060012955
868986,Business Suite BLUE near Reforma Av,3850198,2012-10-12,6,19.4306,-99.17074000000001,Cuauhtémoc,Serviced apartment,Entire home/apt,,1132.0,98.0,-0.027412126994550465
869063,Business Suite BLACK near Reforma,3850198,2012-10-12,6,19.43052,-99.17003000000001,Cuauhtémoc,Serviced apartment,Hotel room,,1136.0,99.0,-0.026456708060012955
883511,Casa Indigo for Big Groups The Center of Mex. City,3777702,2012-10-06,6,19.44199,-99.14654,Cuauhtémoc,House,Entire home/apt,,3841.0,96.0,0.6196453464209773
896522,"592 ft at Downtown, Mexico City",4647293,2013-01-09,4,19.43644,-99.13434000000001,Cuauhtémoc,Apartment,Entire home/apt,,1245.0,95.0,-0.0004215420938658393
898633,50Mb BEST location ROOFTOP BALCONY PRIVATE ROOM,4796027,2013-01-21,3,19.42105,-99.16518,Cuauhtémoc,Apartment,Private room,,860.0,98.0,-0.09238061454310106
911088,Se renta habitación en el centro,2875548,2012-07-09,1,19.4245,-99.13802,Cuauhtémoc,Apartment,Private room,,1267.0,,0.004833262046090459
913084,15 blocks from Paseo de la Reforma,4647293,2013-01-09,4,19.43982,-99.17104,Miguel Hidalgo,Apartment,Entire home/apt,0.0,407.0,94.0,-0.20058180887947394
931771,"Room in Mexico City, Coyoacan.",5019262,2013-02-08,1,19.32667,-99.14259,Coyoacán,House,Private room,0.0,312.0,80.0,-0.22327300857473978
939721,Radiant Apartment with Terrace in Roma Norte (1/4),4821807,2013-01-23,7,19.421210000000002,-99.15498000000001,Cuauhtémoc,Loft,Entire home/apt,452.0,1924.0,96.0,0.1617608220438763
940123,Centro Historico - The Full Studio,3285196,2012-08-16,10,19.43307,-99.13828000000001,Cuauhtémoc,Loft,Entire home/apt,,1471.0,97.0,0.05355962770750341
980600,HABITACION CON BAÑO IND AEROPUERTO ,4157866,2012-11-15,2,19.41583,-99.08718,Venustiano Carranza,Other,Private room,,446.0,100.0,-0.19126647426773324
997247,NEW! HISTORIC BUILDING -BEST STREET,5479592,2013-03-15,1,19.416120000000003,-99.16015,Cuauhtémoc,Apartment,Entire home/apt,,1818.0,97.0,0.13644222027863231
1001517,Colonial House Downtown Coyoacan,5507751,2013-03-17,2,19.34592,-99.1597,Coyoacán,House,Entire home/apt,,2274.0,97.0,0.24535997881590832
1007174,Private en suite in City house,5540061,2013-03-19,1,19.43817,-99.15465999999999,Cuauhtémoc,House,Private room,,905.0,96.0,-0.0816321515295541
1011428,PLAZA DEL ARCÁNGEL EN SAN ÁNGEL,5307709,2013-03-03,1,19.343770000000003,-99.19288,Álvaro Obregón,House,Entire home/apt,,6911.0,100.0,1.3529293786785155
1013504,"OASIS IN COYOACAN, SHARED HOUSE",1664327,2012-01-28,2,19.340339999999998,-99.18345,Coyoacán,House,Private room,0.0,357.0,99.0,-0.2125245455611928
1019309,Centrally located CBD Polanco / Pool / 50Mbps-HBO,3151394,2012-08-03,5,19.44325,-99.20191,Miguel Hidalgo,Condominium,Entire home/apt,861.0,996.0,98.0,-0.059896370768825764
1022380,Feel the Magic of Mexico City from this Duplex Loft,3285196,2012-08-16,10,19.43271,-99.13857,Cuauhtémoc,Loft,Entire home/apt,,2105.0,96.0,0.20499352883169855
1051636,Chilango chic: room in cozy apartment Condesa DF,1809694,2012-02-25,1,19.40738,-99.16861,Cuauhtémoc,Apartment,Private room,,886.0,97.0,-0.08617039146860726
1056473,Beautiful Apartment CONDESA - ROMA NORTE,403236,2011-02-21,7,19.41775,-99.17713,Cuauhtémoc,Apartment,Entire home/apt,,2432.0,99.0,0.2830990267301399
1066945,"Villa Alfonsina, Heart of Coyoacan",5870021,2013-04-10,5,19.35445,-99.16251,Coyoacán,Guest suite,Private room,183.0,736.0,99.0,-0.12199860151376384
1079898,"Tlalpan,Close to TEC, private room.",1671446,2012-01-29,4,19.28535,-99.16073,Tlalpan,House,Private room,0.0,262.0,98.0,-0.23521574525645864
1087636,Apartment at south of Mexico city,5975456,2013-04-17,2,19.30461,-99.18307,Coyoacán,Apartment,Private room,0.0,446.0,99.0,-0.19126647426773324
1107979,Bedroom for rent,6083480,2013-04-25,1,19.3217,-99.09015,Iztapalapa,House,Private room,,312.0,,-0.22327300857473978
1125048,Apartment well located in Mexico DF,6171755,2013-05-01,1,19.37205,-99.16908000000001,Benito Juárez,Apartment,Private room,,2229.0,,0.23461151580236134
1129318,The Singles Studio of Villa Mural; per year stays,519159,2011-04-18,10,19.403170000000003,-99.18311,Miguel Hidalgo,Guest suite,Entire home/apt,,407.0,97.0,-0.20058180887947394
1130658,"Comfort, convenience & security, all in one place",6203086,2013-05-02,3,19.36763,-99.17944,Benito Juárez,Apartment,Entire home/apt,,803.0,97.0,-0.10599533436026057
1135302,"Location & security, double bedroom apartment",6203086,2013-05-02,3,19.366870000000002,-99.17905999999999,Benito Juárez,Apartment,Private room,,372.0,97.0,-0.20894172455667714
1147080,Beautiful and comfortable bedroom ,727250,2011-06-21,1,19.30171,-99.21581,Tlalpan,Apartment,Private room,,401.0,100.0,-0.2020149372812802
